event_id,user_id,event_type,event_date,product_id,amount,traffic_source
4052,2642,checkout_start,19:40.7,101,,email
4084,2659,page_view,21:23.1,101,,social
2806,1976,page_view,23:05.5,101,,social
5407,3376,page_view,26:55.0,205,,social
6049,3724,page_view,34:42.4,404,,organic
2149,1625,page_view,58:33.8,102,,organic
6357,3903,page_view,02:04.5,205,,paid_ads
6015,3711,page_view,04:42.1,201,,organic
5632,3505,page_view,15:04.2,305,,organic
2150,1625,add_to_cart,15:33.8,102,,organic
2151,1625,checkout_start,22:33.8,102,,organic
4542,2896,page_view,29:21.2,205,,organic
1791,1428,page_view,29:50.6,201,,social
4481,2858,page_view,45:23.7,404,,social
4543,2896,add_to_cart,47:21.2,205,,organic
9096,5333,page_view,53:26.7,102,,social
4544,2896,checkout_start,55:21.2,205,,organic
9097,5333,add_to_cart,57:26.7,102,,social
4545,2896,payment_info,59:21.2,205,,organic
4786,3024,page_view,03:04.6,102,,paid_ads
4546,2896,purchase,04:21.2,205,60.23,organic
5295,3315,page_view,24:26.3,101,,email
5296,3315,add_to_cart,37:26.3,101,,email
2453,1800,page_view,38:24.3,205,,social
5297,3315,checkout_start,41:26.3,101,,email
8542,5052,page_view,41:57.7,201,,social
4147,2689,page_view,43:42.9,305,,social
5711,3548,page_view,45:29.0,101,,social
5298,3315,payment_info,48:26.3,101,,email
5299,3315,purchase,49:26.3,101,77.74,email
4581,2919,page_view,00:44.0,404,,organic
7261,4391,page_view,24:18.3,201,,organic
3624,2419,page_view,25:12.2,102,,organic
4857,3065,page_view,43:41.8,205,,organic
3625,2419,add_to_cart,44:12.2,102,,organic
3626,2419,checkout_start,50:12.2,102,,organic
10357,5988,page_view,54:20.5,101,,social
3675,2443,page_view,54:47.8,101,,paid_ads
1563,1317,page_view,55:10.9,404,,organic
3627,2419,payment_info,55:12.2,102,,organic
3628,2419,purchase,00:12.2,102,40.33,organic
4519,2885,page_view,00:34.1,305,,organic
1564,1317,add_to_cart,02:10.9,404,,organic
6321,3885,page_view,11:46.6,201,,organic
10191,5900,page_view,25:57.8,404,,social
6824,4164,page_view,28:43.2,404,,paid_ads
1700,1385,page_view,32:54.1,201,,social
2205,1663,page_view,53:09.5,102,,social
5728,3556,page_view,57:34.2,305,,email
3831,2532,page_view,57:55.2,305,,email
4041,2637,page_view,57:59.9,305,,organic
2952,2059,page_view,01:16.8,101,,organic
5729,3556,add_to_cart,05:34.2,305,,email
10042,5819,page_view,06:00.2,101,,paid_ads
6361,3907,page_view,12:33.8,305,,paid_ads
3832,2532,add_to_cart,13:55.2,305,,email
6362,3907,add_to_cart,15:33.8,305,,paid_ads
5730,3556,checkout_start,15:34.2,305,,email
10043,5819,add_to_cart,17:00.2,101,,paid_ads
3833,2532,checkout_start,18:55.2,305,,email
5731,3556,payment_info,22:34.2,305,,email
3834,2532,payment_info,24:55.2,305,,email
5732,3556,purchase,26:34.2,305,170.43,email
3835,2532,purchase,27:55.2,305,190.16,email
8782,5174,page_view,29:58.8,205,,email
1732,1397,page_view,37:21.4,404,,organic
4328,2786,page_view,47:04.3,305,,social
10147,5877,page_view,52:28.2,201,,organic
9594,5594,page_view,56:41.8,305,,organic
4329,2786,add_to_cart,57:04.3,305,,social
4330,2786,checkout_start,59:04.3,305,,social
3731,2471,page_view,05:20.2,201,,social
4331,2786,payment_info,07:04.3,305,,social
4332,2786,purchase,10:04.3,305,162.92,social
9595,5594,add_to_cart,11:41.8,305,,organic
4149,2691,page_view,18:31.2,205,,organic
9596,5594,checkout_start,21:41.8,305,,organic
9597,5594,payment_info,24:41.8,305,,organic
9079,5325,page_view,25:37.6,101,,organic
9598,5594,purchase,25:41.8,305,129.09,organic
6977,4252,page_view,27:48.4,305,,organic
3391,2291,page_view,30:24.0,404,,organic
7898,4703,page_view,38:18.6,201,,paid_ads
3969,2601,page_view,40:35.7,101,,social
9623,5610,page_view,41:16.6,305,,organic
4348,2796,page_view,46:46.9,201,,organic
4706,2982,page_view,59:22.0,404,,paid_ads
4707,2982,add_to_cart,16:22.0,404,,paid_ads
5253,3291,page_view,21:37.6,305,,paid_ads
3141,2168,page_view,32:15.3,305,,social
7056,4297,page_view,45:28.7,404,,organic
2295,1712,page_view,47:06.2,102,,organic
7672,4599,page_view,50:16.2,205,,organic
5913,3643,page_view,52:48.7,404,,paid_ads
9108,5340,page_view,12:14.1,404,,organic
4921,3104,page_view,29:58.1,205,,email
8783,5175,page_view,37:44.9,205,,social
2847,1994,page_view,48:05.7,101,,social
3251,2218,page_view,24:12.9,305,,organic
9447,5525,page_view,25:32.6,404,,organic
8124,4830,page_view,35:26.6,305,,paid_ads
9448,5525,add_to_cart,35:32.6,404,,organic
9449,5525,checkout_start,41:32.6,404,,organic
9450,5525,payment_info,45:32.6,404,,organic
9451,5525,purchase,47:32.6,404,79.7,organic
1810,1439,page_view,53:20.6,102,,social
8805,5187,page_view,19:11.7,404,,email
1418,1242,page_view,21:56.1,201,,organic
8578,5071,page_view,23:36.4,102,,organic
8806,5187,add_to_cart,25:11.7,404,,email
8345,4948,page_view,29:33.7,101,,organic
8579,5071,add_to_cart,33:36.4,102,,organic
1419,1242,add_to_cart,34:56.1,201,,organic
5548,3464,page_view,36:12.6,305,,email
9336,5470,page_view,36:24.1,305,,email
9260,5432,page_view,39:34.2,205,,organic
8580,5071,checkout_start,40:36.4,102,,organic
1420,1242,checkout_start,41:56.1,201,,organic
1421,1242,payment_info,44:56.1,201,,organic
8346,4948,add_to_cart,45:33.7,101,,organic
2195,1654,page_view,45:54.6,201,,social
1422,1242,purchase,46:56.1,201,71.49,organic
8581,5071,payment_info,48:36.4,102,,organic
5549,3464,add_to_cart,49:12.6,305,,email
8582,5071,purchase,53:36.4,102,185.11,organic
8039,4780,page_view,54:10.2,404,,organic
9337,5470,add_to_cart,54:24.1,305,,email
9338,5470,checkout_start,02:24.1,305,,email
2833,1986,page_view,06:27.2,101,,organic
7126,4331,page_view,06:34.5,101,,paid_ads
9339,5470,payment_info,10:24.1,305,,email
7127,4331,add_to_cart,14:34.5,101,,paid_ads
9340,5470,purchase,15:24.1,305,142.97,email
4818,3045,page_view,19:35.5,102,,organic
4253,2749,page_view,19:45.5,205,,organic
6284,3866,page_view,19:51.9,101,,email
7128,4331,checkout_start,21:34.5,101,,paid_ads
4991,3141,page_view,32:44.8,305,,organic
6920,4222,page_view,35:45.0,305,,paid_ads
4254,2749,add_to_cart,38:45.5,205,,organic
6921,4222,add_to_cart,42:45.0,305,,paid_ads
7012,4272,page_view,44:05.8,404,,organic
6922,4222,checkout_start,45:45.0,305,,paid_ads
5647,3512,page_view,46:50.2,305,,social
2504,1828,page_view,48:39.4,201,,social
4255,2749,checkout_start,48:45.5,205,,organic
6923,4222,payment_info,49:45.0,305,,paid_ads
4243,2747,page_view,50:13.8,201,,email
6924,4222,purchase,51:45.0,305,20.85,paid_ads
7990,4751,page_view,02:35.9,102,,paid_ads
4244,2747,add_to_cart,05:13.8,201,,email
6085,3748,page_view,07:04.4,205,,paid_ads
4245,2747,checkout_start,08:13.8,201,,email
4246,2747,payment_info,14:13.8,201,,email
4247,2747,purchase,15:13.8,201,26.38,email
3358,2274,page_view,15:39.2,404,,paid_ads
4555,2905,page_view,31:26.8,305,,social
3359,2274,add_to_cart,35:39.2,404,,paid_ads
5326,3326,page_view,44:07.0,305,,social
3360,2274,checkout_start,44:39.2,404,,paid_ads
7738,4630,page_view,45:02.5,305,,organic
3361,2274,payment_info,49:39.2,404,,paid_ads
7739,4630,add_to_cart,50:02.5,305,,organic
7740,4630,checkout_start,52:02.5,305,,organic
3362,2274,purchase,54:39.2,404,114.94,paid_ads
7741,4630,payment_info,57:02.5,305,,organic
7742,4630,purchase,59:02.5,305,194.47,organic
2581,1867,page_view,01:29.7,101,,social
5070,3186,page_view,02:46.0,101,,email
2628,1895,page_view,05:38.8,102,,paid_ads
5541,3459,page_view,10:21.0,102,,organic
5071,3186,add_to_cart,10:46.0,101,,email
9843,5725,page_view,13:10.5,201,,organic
5072,3186,checkout_start,13:46.0,101,,email
2629,1895,add_to_cart,17:38.8,102,,paid_ads
9844,5725,add_to_cart,20:10.5,201,,organic
2630,1895,checkout_start,20:38.8,102,,paid_ads
9845,5725,checkout_start,25:10.5,201,,organic
9846,5725,payment_info,27:10.5,201,,organic
8803,5185,page_view,28:34.7,404,,social
9847,5725,purchase,29:10.5,201,150.86,organic
7916,4714,page_view,31:29.3,205,,paid_ads
2179,1646,page_view,35:44.5,305,,email
3657,2433,page_view,40:32.9,101,,social
1311,1181,page_view,41:14.2,205,,organic
6414,3933,page_view,54:09.1,201,,organic
7828,4675,page_view,55:14.1,102,,paid_ads
5425,3385,page_view,55:34.9,201,,paid_ads
7829,4675,add_to_cart,04:14.1,102,,paid_ads
7369,4443,page_view,06:08.7,102,,organic
7830,4675,checkout_start,12:14.1,102,,paid_ads
5426,3385,add_to_cart,12:34.9,201,,paid_ads
8369,4960,page_view,13:59.4,102,,paid_ads
5427,3385,checkout_start,14:34.9,201,,paid_ads
1594,1334,page_view,19:27.1,201,,social
7831,4675,payment_info,20:14.1,102,,paid_ads
5428,3385,payment_info,21:34.9,201,,paid_ads
8067,4796,page_view,22:02.3,205,,organic
7370,4443,add_to_cart,23:08.7,102,,organic
7832,4675,purchase,23:14.1,102,198.53,paid_ads
5429,3385,purchase,24:34.9,201,66.02,paid_ads
7371,4443,checkout_start,28:08.7,102,,organic
2241,1687,page_view,28:12.5,305,,organic
7372,4443,payment_info,34:08.7,102,,organic
7526,4519,page_view,35:03.6,201,,paid_ads
7373,4443,purchase,35:08.7,102,169.89,organic
1483,1274,page_view,37:22.2,101,,organic
7527,4519,add_to_cart,38:03.6,201,,paid_ads
7528,4519,checkout_start,39:03.6,201,,paid_ads
7529,4519,payment_info,41:03.6,201,,paid_ads
7530,4519,purchase,42:03.6,201,176.38,paid_ads
2242,1687,add_to_cart,42:12.5,305,,organic
1484,1274,add_to_cart,42:22.2,101,,organic
9723,5660,page_view,45:43.5,201,,paid_ads
5530,3452,page_view,47:22.4,305,,paid_ads
2243,1687,checkout_start,49:12.5,305,,organic
1485,1274,checkout_start,50:22.2,101,,organic
2244,1687,payment_info,55:12.5,305,,organic
1486,1274,payment_info,55:22.2,101,,organic
1487,1274,purchase,56:22.2,101,172.08,organic
3371,2278,page_view,10:23.6,305,,organic
3372,2278,add_to_cart,14:23.6,305,,organic
1252,1147,page_view,16:56.7,205,,social
6313,3882,page_view,18:20.7,102,,social
3373,2278,checkout_start,18:23.6,305,,organic
5378,3365,page_view,18:40.2,404,,paid_ads
3374,2278,payment_info,25:23.6,305,,organic
5379,3365,add_to_cart,25:40.2,404,,paid_ads
3375,2278,purchase,26:23.6,305,44.63,organic
6314,3882,add_to_cart,27:20.7,102,,social
5380,3365,checkout_start,27:40.2,404,,paid_ads
5381,3365,payment_info,35:40.2,404,,paid_ads
5382,3365,purchase,36:40.2,404,192.4,paid_ads
6315,3882,checkout_start,37:20.7,102,,social
6316,3882,payment_info,43:20.7,102,,social
6317,3882,purchase,46:20.7,102,44.07,social
6210,3818,page_view,01:24.2,201,,organic
8987,5280,page_view,40:12.1,404,,organic
7079,4311,page_view,46:04.5,201,,organic
8615,5081,page_view,53:52.2,102,,email
8616,5081,add_to_cart,58:52.2,102,,email
5923,3652,page_view,03:07.9,101,,organic
8617,5081,checkout_start,06:52.2,102,,email
7792,4658,page_view,11:09.4,102,,social
8618,5081,payment_info,12:52.2,102,,email
8619,5081,purchase,14:52.2,102,52.61,email
3753,2489,page_view,19:35.3,101,,social
10289,5954,page_view,22:04.0,305,,paid_ads
10290,5954,add_to_cart,36:04.0,305,,paid_ads
10291,5954,checkout_start,43:04.0,305,,paid_ads
10292,5954,payment_info,45:04.0,305,,paid_ads
10293,5954,purchase,47:04.0,305,45.96,paid_ads
2637,1898,page_view,04:34.9,201,,social
8551,5057,page_view,42:37.7,102,,organic
5449,3400,page_view,05:06.4,305,,social
9161,5369,page_view,28:01.6,201,,social
3727,2467,page_view,29:48.8,305,,paid_ads
5752,3566,page_view,35:31.5,404,,email
5279,3305,page_view,36:47.1,205,,email
5280,3305,add_to_cart,38:47.1,205,,email
9162,5369,add_to_cart,42:01.6,201,,social
4483,2860,page_view,43:24.6,404,,organic
5281,3305,checkout_start,48:47.1,205,,email
1639,1355,page_view,49:54.1,201,,social
5282,3305,payment_info,53:47.1,205,,email
5283,3305,purchase,57:47.1,205,181.82,email
1262,1153,page_view,03:23.8,102,,social
10163,5889,page_view,08:12.6,101,,paid_ads
8881,5223,page_view,25:02.1,101,,organic
10164,5889,add_to_cart,28:12.6,101,,paid_ads
10165,5889,checkout_start,31:12.6,101,,paid_ads
10166,5889,payment_info,33:12.6,101,,paid_ads
3968,2600,page_view,35:30.5,101,,email
10167,5889,purchase,38:12.6,101,87.7,paid_ads
5325,3325,page_view,05:08.8,201,,social
9130,5353,page_view,26:06.2,201,,email
8311,4929,page_view,34:09.3,205,,organic
4456,2851,page_view,37:56.9,102,,organic
9131,5353,add_to_cart,40:06.2,201,,email
9132,5353,checkout_start,45:06.2,201,,email
8312,4929,add_to_cart,50:09.3,205,,organic
10277,5946,page_view,58:00.5,305,,social
3836,2533,page_view,04:01.7,101,,social
5817,3599,page_view,04:45.1,101,,organic
4211,2727,page_view,07:49.0,201,,paid_ads
7791,4657,page_view,09:16.2,101,,organic
10288,5953,page_view,19:44.3,201,,social
9635,5617,page_view,19:46.5,102,,paid_ads
4212,2727,add_to_cart,26:49.0,201,,paid_ads
3105,2145,page_view,33:30.2,404,,organic
4213,2727,checkout_start,35:49.0,201,,paid_ads
5033,3164,page_view,49:37.3,205,,organic
1677,1378,page_view,52:46.5,201,,paid_ads
4430,2838,page_view,58:51.7,305,,organic
5034,3164,add_to_cart,01:37.3,205,,organic
5347,3342,page_view,07:45.0,101,,organic
1678,1378,add_to_cart,11:46.5,201,,paid_ads
1679,1378,checkout_start,14:46.5,201,,paid_ads
1680,1378,payment_info,22:46.5,201,,paid_ads
1681,1378,purchase,26:46.5,201,56.34,paid_ads
3608,2412,page_view,47:29.7,201,,email
8715,5137,page_view,52:26.9,201,,email
8297,4919,page_view,54:09.6,201,,paid_ads
4976,3136,page_view,55:52.8,101,,organic
2498,1822,page_view,03:49.2,201,,paid_ads
8914,5240,page_view,31:33.0,205,,paid_ads
1482,1273,page_view,39:51.0,205,,social
8653,5106,page_view,42:33.3,404,,social
7307,4413,page_view,46:38.9,102,,paid_ads
8915,5240,add_to_cart,50:33.0,205,,paid_ads
8916,5240,checkout_start,51:33.0,205,,paid_ads
7308,4413,add_to_cart,53:38.9,102,,paid_ads
4155,2697,page_view,54:36.4,305,,email
4751,3005,page_view,56:11.7,404,,paid_ads
8654,5106,add_to_cart,56:33.3,404,,social
8917,5240,payment_info,57:33.0,205,,paid_ads
8655,5106,checkout_start,59:33.3,404,,social
4059,2648,page_view,01:05.1,201,,organic
7309,4413,checkout_start,01:38.9,102,,paid_ads
8918,5240,purchase,02:33.0,205,168.74,paid_ads
8656,5106,payment_info,03:33.3,404,,social
7310,4413,payment_info,03:38.9,102,,paid_ads
7311,4413,purchase,04:38.9,102,26.24,paid_ads
4156,2697,add_to_cart,05:36.4,305,,email
4157,2697,checkout_start,14:36.4,305,,email
4752,3005,add_to_cart,15:11.7,404,,paid_ads
4753,3005,checkout_start,16:11.7,404,,paid_ads
4158,2697,payment_info,20:36.4,305,,email
7617,4570,page_view,22:45.4,201,,organic
4159,2697,purchase,23:36.4,305,36.31,email
6581,4024,page_view,28:11.7,305,,social
5922,3651,page_view,31:05.5,201,,social
6582,4024,add_to_cart,37:11.7,305,,social
6583,4024,checkout_start,46:11.7,305,,social
6584,4024,payment_info,51:11.7,305,,social
6585,4024,purchase,52:11.7,305,77.71,social
8315,4932,page_view,19:40.8,404,,organic
8105,4819,page_view,22:32.3,102,,organic
6781,4137,page_view,24:32.4,201,,paid_ads
8106,4819,add_to_cart,28:32.3,102,,organic
8107,4819,checkout_start,33:32.3,102,,organic
5737,3560,page_view,34:05.1,404,,social
2079,1577,page_view,34:42.0,101,,social
8484,5021,page_view,35:15.4,205,,organic
2890,2023,page_view,35:22.5,404,,paid_ads
8108,4819,payment_info,38:32.3,102,,organic
8109,4819,purchase,43:32.3,102,68.53,organic
6782,4137,add_to_cart,43:32.4,201,,paid_ads
6519,3993,page_view,53:13.1,201,,organic
8468,5011,page_view,53:51.3,101,,organic
4838,3055,page_view,56:09.5,201,,organic
8469,5011,add_to_cart,02:51.3,101,,organic
4839,3055,add_to_cart,03:09.5,201,,organic
3765,2496,page_view,14:03.0,305,,social
8047,4788,page_view,19:14.7,205,,paid_ads
10119,5858,page_view,33:30.6,205,,organic
5622,3499,page_view,59:02.9,305,,email
5343,3338,page_view,59:32.0,102,,organic
3178,2185,page_view,11:13.3,305,,organic
1731,1396,page_view,13:52.1,404,,social
4202,2722,page_view,16:58.5,102,,paid_ads
3179,2185,add_to_cart,18:13.3,305,,organic
8483,5020,page_view,20:49.3,404,,organic
3180,2185,checkout_start,24:13.3,305,,organic
3181,2185,payment_info,32:13.3,305,,organic
3182,2185,purchase,35:13.3,305,51.93,organic
9911,5758,page_view,44:18.9,101,,organic
1489,1276,page_view,59:11.0,205,,social
7819,4671,page_view,01:09.4,102,,email
7427,4468,page_view,03:54.3,404,,organic
7820,4671,add_to_cart,12:09.4,102,,email
6150,3781,page_view,29:28.9,205,,organic
1853,1459,page_view,45:05.7,101,,organic
6151,3781,add_to_cart,47:28.9,205,,organic
7720,4620,page_view,54:29.3,101,,organic
8892,5228,page_view,55:02.4,102,,social
6152,3781,checkout_start,57:28.9,205,,organic
7721,4620,add_to_cart,59:29.3,101,,organic
1854,1459,add_to_cart,01:05.7,101,,organic
8893,5228,add_to_cart,02:02.4,102,,social
1855,1459,checkout_start,03:05.7,101,,organic
6153,3781,payment_info,03:28.9,205,,organic
7722,4620,checkout_start,04:29.3,101,,organic
6154,3781,purchase,08:28.9,205,28.37,organic
7723,4620,payment_info,10:29.3,101,,organic
1856,1459,payment_info,11:05.7,101,,organic
7724,4620,purchase,11:29.3,101,111.76,organic
1857,1459,purchase,13:05.7,101,123.58,organic
9796,5696,page_view,26:20.1,201,,paid_ads
9156,5368,page_view,49:06.7,305,,email
9157,5368,add_to_cart,53:06.7,305,,email
5935,3661,page_view,57:59.9,102,,organic
9158,5368,checkout_start,01:06.7,305,,email
9159,5368,payment_info,04:06.7,305,,email
9160,5368,purchase,06:06.7,305,123.23,email
2991,2083,page_view,19:56.9,305,,email
6188,3801,page_view,23:13.0,205,,organic
7948,4728,page_view,23:46.0,101,,organic
7949,4728,add_to_cart,36:46.0,101,,organic
8348,4950,page_view,41:33.8,101,,email
8349,4950,add_to_cart,44:33.8,101,,email
9394,5494,page_view,46:14.8,102,,paid_ads
8350,4950,checkout_start,49:33.8,101,,email
9395,5494,add_to_cart,53:14.8,102,,paid_ads
8351,4950,payment_info,53:33.8,101,,email
9396,5494,checkout_start,56:14.8,102,,paid_ads
9397,5494,payment_info,00:14.8,102,,paid_ads
9398,5494,purchase,01:14.8,102,151.85,paid_ads
8947,5254,page_view,26:51.5,205,,social
5362,3353,page_view,34:43.1,305,,organic
2058,1562,page_view,36:01.9,101,,paid_ads
6885,4200,page_view,42:49.2,404,,organic
6886,4200,add_to_cart,44:49.2,404,,organic
6887,4200,checkout_start,46:49.2,404,,organic
6322,3886,page_view,49:22.8,101,,social
6888,4200,payment_info,50:49.2,404,,organic
1410,1238,page_view,52:29.8,102,,social
6889,4200,purchase,54:49.2,404,157.39,organic
8395,4971,page_view,12:35.5,101,,social
9363,5482,page_view,13:15.5,101,,email
9364,5482,add_to_cart,20:15.5,101,,email
6320,3884,page_view,36:56.4,201,,social
3383,2284,page_view,59:25.3,404,,organic
3384,2284,add_to_cart,05:25.3,404,,organic
5621,3498,page_view,13:30.9,201,,email
5471,3412,page_view,15:56.2,305,,organic
2746,1951,page_view,19:09.4,205,,organic
9002,5289,page_view,20:31.2,201,,paid_ads
9003,5289,add_to_cart,23:31.2,201,,paid_ads
9004,5289,checkout_start,25:31.2,201,,paid_ads
9005,5289,payment_info,33:31.2,201,,paid_ads
3402,2300,page_view,36:55.5,101,,paid_ads
9006,5289,purchase,37:31.2,201,166.3,paid_ads
9075,5323,page_view,46:12.6,205,,social
2109,1598,page_view,57:57.6,201,,email
3858,2541,page_view,58:56.8,102,,organic
7980,4745,page_view,59:09.5,101,,organic
2110,1598,add_to_cart,12:57.6,201,,email
2111,1598,checkout_start,17:57.6,201,,email
8253,4893,page_view,18:44.7,201,,email
2099,1589,page_view,34:09.8,404,,paid_ads
4773,3015,page_view,38:04.9,305,,paid_ads
4227,2736,page_view,47:26.9,102,,organic
2972,2073,page_view,47:32.6,201,,organic
5373,3360,page_view,49:53.1,205,,organic
2973,2073,add_to_cart,55:32.6,201,,organic
4228,2736,add_to_cart,57:26.9,102,,organic
2974,2073,checkout_start,59:32.6,201,,organic
1217,1126,page_view,24:38.7,102,,paid_ads
2066,1568,page_view,24:56.3,201,,organic
2741,1950,page_view,31:02.7,101,,social
2742,1950,add_to_cart,44:02.7,101,,social
8700,5126,page_view,50:45.3,205,,organic
2743,1950,checkout_start,51:02.7,101,,social
6216,3824,page_view,51:39.3,205,,social
2744,1950,payment_info,55:02.7,101,,social
2745,1950,purchase,58:02.7,101,68.66,social
4443,2847,page_view,32:55.4,102,,paid_ads
4444,2847,add_to_cart,52:55.4,102,,paid_ads
4445,2847,checkout_start,54:55.4,102,,paid_ads
9900,5755,page_view,57:23.5,101,,email
7064,4301,page_view,58:28.1,201,,social
4446,2847,payment_info,00:55.4,102,,paid_ads
9901,5755,add_to_cart,02:23.5,101,,email
9902,5755,checkout_start,03:23.5,101,,email
4447,2847,purchase,03:55.4,102,60.12,paid_ads
9453,5527,page_view,05:01.2,305,,paid_ads
9454,5527,add_to_cart,07:01.2,305,,paid_ads
9903,5755,payment_info,09:23.5,101,,email
9455,5527,checkout_start,10:01.2,305,,paid_ads
9904,5755,purchase,10:23.5,101,20.44,email
9456,5527,payment_info,16:01.2,305,,paid_ads
9457,5527,purchase,19:01.2,305,92.14,paid_ads
10359,5990,page_view,39:20.5,205,,social
7569,4540,page_view,40:31.6,102,,organic
4777,3019,page_view,45:17.8,205,,email
5784,3585,page_view,49:44.7,305,,email
1278,1166,page_view,51:52.0,205,,email
4778,3019,add_to_cart,58:17.8,205,,email
4779,3019,checkout_start,59:17.8,205,,email
1279,1166,add_to_cart,00:52.0,205,,email
4780,3019,payment_info,02:17.8,205,,email
5785,3585,add_to_cart,03:44.7,305,,email
4781,3019,purchase,05:17.8,205,55.61,email
5786,3585,checkout_start,05:44.7,305,,email
5787,3585,payment_info,09:44.7,305,,email
5788,3585,purchase,13:44.7,305,156.34,email
2307,1716,page_view,22:24.0,404,,organic
9458,5528,page_view,42:18.5,102,,organic
5669,3522,page_view,42:26.7,205,,social
9459,5528,add_to_cart,01:18.5,102,,organic
1520,1289,page_view,02:54.6,205,,paid_ads
9460,5528,checkout_start,03:18.5,102,,organic
9461,5528,payment_info,09:18.5,102,,organic
9569,5581,page_view,10:20.4,404,,email
9462,5528,purchase,14:18.5,102,190.1,organic
6704,4095,page_view,15:39.3,102,,organic
7440,4477,page_view,28:20.2,102,,email
6705,4095,add_to_cart,31:39.3,102,,organic
8144,4840,page_view,32:24.2,201,,social
6706,4095,checkout_start,35:39.3,102,,organic
1472,1266,page_view,42:30.2,101,,paid_ads
6707,4095,payment_info,42:39.3,102,,organic
6708,4095,purchase,43:39.3,102,114.39,organic
4188,2716,page_view,45:46.2,205,,organic
2108,1597,page_view,53:53.7,305,,organic
4189,2716,add_to_cart,05:46.2,205,,organic
4190,2716,checkout_start,06:46.2,205,,organic
4191,2716,payment_info,08:46.2,205,,organic
4192,2716,purchase,12:46.2,205,80.6,organic
2331,1733,page_view,34:14.6,102,,social
5949,3670,page_view,38:31.0,102,,organic
4897,3091,page_view,40:41.1,101,,organic
8883,5225,page_view,41:34.2,101,,social
10135,5867,page_view,43:15.9,404,,social
4270,2756,page_view,43:49.4,101,,email
1111,1062,page_view,45:20.8,205,,organic
4271,2756,add_to_cart,50:49.4,101,,email
2953,2060,page_view,54:08.0,305,,social
5950,3670,add_to_cart,56:31.0,102,,organic
8081,4806,page_view,56:45.3,404,,organic
4272,2756,checkout_start,00:49.4,101,,email
3152,2171,page_view,01:02.7,404,,email
4273,2756,payment_info,02:49.4,101,,email
9725,5662,page_view,03:08.8,404,,email
1073,1041,page_view,04:13.9,101,,organic
3153,2171,add_to_cart,05:02.7,404,,email
4274,2756,purchase,06:49.4,101,97.33,email
3154,2171,checkout_start,15:02.7,404,,email
9726,5662,add_to_cart,16:08.8,404,,email
2358,1745,page_view,21:40.3,205,,social
9896,5751,page_view,23:32.4,101,,social
1074,1041,add_to_cart,24:13.9,101,,organic
2475,1815,page_view,25:27.3,404,,email
8455,5003,page_view,26:29.6,205,,social
5569,3475,page_view,31:11.1,102,,organic
1075,1041,checkout_start,33:13.9,101,,organic
9637,5619,page_view,37:40.0,404,,email
1076,1041,payment_info,40:13.9,101,,organic
5570,3475,add_to_cart,42:11.1,102,,organic
1077,1041,purchase,42:13.9,101,136.32,organic
2476,1815,add_to_cart,42:27.3,404,,email
2477,1815,checkout_start,48:27.3,404,,email
9638,5619,add_to_cart,48:40.0,404,,email
5571,3475,checkout_start,49:11.1,102,,organic
6486,3981,page_view,50:04.4,205,,paid_ads
9639,5619,checkout_start,50:40.0,404,,email
5572,3475,payment_info,55:11.1,102,,organic
2478,1815,payment_info,56:27.3,404,,email
2479,1815,purchase,58:27.3,404,28.32,email
9640,5619,payment_info,58:40.0,404,,email
5573,3475,purchase,59:11.1,102,95.52,organic
5377,3364,page_view,19:07.5,101,,social
10199,5906,page_view,22:37.2,101,,organic
1956,1512,page_view,35:54.6,205,,organic
9298,5452,page_view,42:37.2,404,,organic
2931,2048,page_view,46:13.7,404,,social
9299,5452,add_to_cart,49:37.2,404,,organic
2932,2048,add_to_cart,51:13.7,404,,social
9300,5452,checkout_start,51:37.2,404,,organic
3314,2256,page_view,54:31.4,305,,paid_ads
2544,1848,page_view,55:50.7,102,,organic
9301,5452,payment_info,56:37.2,404,,organic
2933,2048,checkout_start,57:13.7,404,,social
9302,5452,purchase,58:37.2,404,178.63,organic
2934,2048,payment_info,04:13.7,404,,social
4938,3112,page_view,05:19.7,205,,organic
2935,2048,purchase,06:13.7,404,165.11,social
8780,5172,page_view,07:50.3,404,,organic
8470,5012,page_view,14:59.3,102,,organic
7519,4513,page_view,30:27.1,101,,social
9613,5604,page_view,37:30.0,102,,social
4182,2712,page_view,44:53.6,205,,social
8789,5177,page_view,05:30.2,205,,paid_ads
1166,1095,page_view,11:43.1,305,,email
5902,3638,page_view,19:35.7,305,,social
5903,3638,add_to_cart,21:35.7,305,,social
3910,2563,page_view,21:47.6,201,,social
2772,1961,page_view,27:35.2,404,,paid_ads
7382,4448,page_view,31:24.0,102,,organic
5904,3638,checkout_start,31:35.7,305,,social
5905,3638,payment_info,38:35.7,305,,social
2773,1961,add_to_cart,39:35.2,404,,paid_ads
7383,4448,add_to_cart,40:24.0,102,,organic
5906,3638,purchase,40:35.7,305,111.5,social
7504,4507,page_view,45:06.3,205,,social
5761,3569,page_view,02:10.9,205,,organic
9973,5785,page_view,08:55.7,101,,paid_ads
1477,1271,page_view,19:33.1,205,,organic
9439,5517,page_view,19:59.9,305,,organic
1478,1271,add_to_cart,21:33.1,205,,organic
1479,1271,checkout_start,22:33.1,205,,organic
1480,1271,payment_info,29:33.1,205,,organic
4889,3088,page_view,47:09.8,205,,organic
4890,3088,add_to_cart,58:09.8,205,,organic
7417,4462,page_view,07:40.6,101,,social
